Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0059227-1,SO0059227,1,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Fuel door seal falling off,faulty seal. PN: 92039840Units Hrs: 265,The customer states that the seal around the fuel filler flap is coming loose. The customer took home a new seal and will replace it himself.,Leak - No Component Mentioned,Hub - Reassembled,SO0059227,1,Not Specified,1,PASE,92039840                     CASE,GASKET,5.27,3.72,3/7/2024,0,12.8099
SO0059256-2,SO0059256,2,11/27/2023,PASEIH,9861,SPRAYS,,YPT057018,265,Fuel door seal falling off,faulty seal. PN: 92039840Units Hrs: 265,The customer states that the seal around the fuel filler flap is coming loose. The customer took home a new seal and will replace it himself.,"Blown - Air Conditioner, Not Mentioned - Steering","Compressor - Replaced, Panel - Removed",SO0059256,2,Not Specified,1,PASE,92039838                     CASE,GASKET,3.12,2.2,3/7/2024,0,12.8099
SO0059266-1,SO0059266,1,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,UNLOAD SET UP & PDI,Unknown,WASHED SYRINGE COMPLETE MACHINE AND PDILLERN THE NEWER MACHINE AND NEW MONITOR SYSTEMS HAVE WINTERIZED THE MACHINE AFTER THE PDITECH RYAN,Leak - Motor,No Component Mentioned - No Component Mentioned,SO0059266,1,Not Specified,2,PASE,86050202                     CASE,214-1432 CLAMP,1.96,1.1599,12/26/2023,43.7592,7569.1997
SO0059284-11,SO0059284,11,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,20,THE AIR VALVE TO PURGE THE BOOMS WOULD NOT OPEN,PURGE VALVE FAILED,ATTEMPT TO FLUSH THE BOOM WITH AIR - NO AIR PRESSURE BROUGHT THE MACHINE TO OPERATION AND CHECKED GROUND ON THE VALVE - OK. A jumper cable was used to provide power to the signal cable - NO RESPONSE. COMPRESSED AIR REMOVED FROM THE MACHINE,Not Mentioned - Sensor,"Bin Level Sensor - Replaced, Bin - Updated, Bin Level Sensor - Recalibrated",SO0059284,11,CAUSAL PART - 80984071,1,PASE,90391065                     CASE,VALVE,137.2,96.8299,12/26/2023,3.27,730.7099
SO0059284-12,SO0059284,12,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,install extra camerawaiting for Boom Recirculation Kit. ** will be after sales,Unknown,Tips installed and tested,Not Retaining - Battery,"Battery - Replaced, Cable - Replaced",SO0059284,12,Not Specified,85,PASE,ER110-125CIH25               CASE,SSTIP/CAP - TEAL,667.25,467.5,1/18/2024,3.0499,1879.43
SO0059284-13,SO0059284,13,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,PDI,Unknown,Replace the leaking O-ring on the drive pump. Image Shorten the right product hose that was kinked. image adj. eng. Coolant to -38 degrees.  It was -20 degrees. Check for loose hyd. and air fittings.     Too cold to check product system. Ben worked on the GPS system c,Creeped - Belt,Bypass Valve - Replaced,SO0059284,13,Not Specified,3,PASE,73344302                     CASE,OAT COOLANT,70.5,55.2599,1/18/2024,18.5697,3624.2198
SO0059284-3,SO0059284,3,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,UNLOAD SET UP & PDI,Unknown,WASHED SYRINGE COMPLETE MACHINE AND PDILLERN THE NEWER MACHINE AND NEW MONITOR SYSTEMS HAVE WINTERIZED THE MACHINE AFTER THE PDITECH RYAN,Inoperative - Switch,Boom Switch - Replaced,SO0059284,3,Not Specified,20,PICK,RV-50                        MISC,ANTIFREEZE,163.2,106,12/26/2023,43.7592,7569.1997
SO0059284-4,SO0059284,4,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,UNLOAD SET UP & PDI,Unknown,WASHED SYRINGE COMPLETE MACHINE AND PDILLERN THE NEWER MACHINE AND NEW MONITOR SYSTEMS HAVE WINTERIZED THE MACHINE AFTER THE PDITECH RYAN,Not Mentioned - Machine,"Engine - Drained, Engine Oil Filter - Replaced, Engine Air Filter - Replaced, Hydraulic System - Drained, Hydraulic Filter - Replaced, Hydraulic Oil Reservoir - Refilled, Breather Cap - Replaced",SO0059284,4,Not Specified,1,DEVRE ENTERPRISE,BOLT-Q                       TRINIT,BOLT BY QUARTER POUND,5.1399,1.3,12/26/2023,43.7592,7569.1997
SO0059284-4,SO0059284,4,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,UNLOAD SET UP & PDI,Unknown,WASHED SYRINGE COMPLETE MACHINE AND PDILLERN THE NEWER MACHINE AND NEW MONITOR SYSTEMS HAVE WINTERIZED THE MACHINE AFTER THE PDITECH RYAN,Not Mentioned - Machine,"Engine - Drained, Engine Oil Filter - Replaced, Engine Air Filter - Replaced, Hydraulic System - Drained, Hydraulic Filter - Replaced, Hydraulic Oil Reservoir - Refilled, Breather Cap - Replaced",SO0059284,4,Not Specified,1,DEVRE ENTERPRISE,BOLT-Q                       TRINIT,BOLT BY QUARTER POUND,5.1399,1.3,12/26/2023,43.7592,7569.1997
SO0059284-5,SO0059284,5,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,Unknown,I have installed the feedback kit on the machine and am familiar with the kit and its functions. Had difficulty getting the RCM computer to recognize the kit installation,"Worn - Steering, Missed - No Component Mentioned","Cotter Pin - Removed, Nut - Unbolted, Steering Arm - Air Hammered, Top Bolt - Cut, Clamp - Unbolted, Cylinder - Removed, No Component Mentioned - Cleaned",SO0059284,5,Not Specified,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,12/26/2023,15.1297,3790.4199
SO0059284-6,SO0059284,6,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,Unknown,I have installed the feedback kit on the machine and am familiar with the kit and its functions. Had difficulty getting the RCM computer to recognize the kit installation,"Broken - Antenna, Stripped Thread - Antenna",Antenna - Replaced,SO0059284,6,Not Specified,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,12/26/2023,15.1297,3790.4199
SO0059284-8,SO0059284,8,11/28/2023,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,Unknown,I have installed the feedback kit on the machine and am familiar with the kit and its functions. Had difficulty getting the RCM computer to recognize the kit installation,Faulty - Wiper,Wiper Blade - Replaced,SO0059284,8,Not Specified,1,PICK,5212                         MISC,CLAMP,2.5,1.02,12/26/2023,15.1297,3790.4199
SO0059289-1,SO0059289,1,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,PDI,Unknown,Replace the leaking O-ring on the drive pump. Image Shorten the right product hose that was kinked. image adj. eng. Coolant to -38 degrees.  It was -20 degrees. Check for loose hyd. and air fittings.     Too cold to check product system. Ben worked on the GPS system c,"Inoperative - Light, Inoperative - Light, Inoperative - Flasher, Bent - Flasher, Broken - Fender, Inoperative - Beacon","Rear Light - Replaced, Right Rear Fender Light - Replaced, Right Rear Cab Light - Repaired",SO0059289,1,Not Specified,1,PASE,9993141                      CASE,O-RING,1.15,0.53,1/18/2024,18.5697,3624.2198
SO0059296-1,SO0059296,1,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,PDI,Unknown,Replace the leaking O-ring on the drive pump. Image Shorten the right product hose that was kinked. image adj. eng. Coolant to -38 degrees.  It was -20 degrees. Check for loose hyd. and air fittings.     Too cold to check product system. Ben worked on the GPS system c,"Not Speeding - Fan, Surging - Floor",Pump - Replaced,SO0059296,1,Not Specified,1,PASE,BN302051                     CASE,NIPPLE  LUBE,2.2,1.36,1/18/2024,18.5697,3624.2198
SO0059296-2,SO0059296,2,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,PDI,Unknown,Replace the leaking O-ring on the drive pump. Image Shorten the right product hose that was kinked. image adj. eng. Coolant to -38 degrees.  It was -20 degrees. Check for loose hyd. and air fittings.     Too cold to check product system. Ben worked on the GPS system c,Faulty - Air Conditioner,No Component Mentioned - No Component Mentioned,SO0059296,2,Not Specified,1,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,1/18/2024,18.5697,3624.2198
SO0059296-5,SO0059296,5,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,need rtk,Unknown,"Installed RTK radio on Vector Pro receiver, ordered high accuracy base, unlocked for Vector Pro receiver, entered unlock code in Pro 1200 for receiver, confirmed RTK working",Leak - Pump,Pump - Replaced,SO0059296,5,Not Specified,1,PASE,51415542                     CASE,RADIO,2865,2024.05,11/30/2023,0.38,3047.75
SO0059296-6,SO0059296,6,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,need rtk,Unknown,"Installed RTK radio on Vector Pro receiver, ordered high accuracy base, unlocked for Vector Pro receiver, entered unlock code in Pro 1200 for receiver, confirmed RTK working",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0059296,6,Not Specified,0,PASE,51526151                     CASE,HARNESS  WIRE,0,0,11/30/2023,0.38,3047.75
SO0059327-1,SO0059327,1,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,slingshot harness install and business band radio cable,Unknown,"Installed roof cables and antennas for Slingshot Field Hub cell signal. Took off the rubber cover on the rear right A-post, found the BB radio coaxial cable and provided a power cable for the CB radio",Not Updated - Drive Shaft,"Drive Shaft Shield - Removed, Bell Housing Cover - Removed, Fly Wheel Coupler Drive Shaft - Unbolted, Drive Shaft - Unbolted, Hydro Mount Bolt - Removed, Air Jack - Used, Drive Shaft - Removed, Drive Shaft - Installed",SO0059327,1,Not Specified,1,PASE,187103A1                     CASE,CONNECTOR  ELEC,52.5,36.1199,1/19/2024,1.22,5897.2
SO0059328-12,SO0059328,12,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,slingshot harness install and business band radio cable,Unknown,"Installed roof cables and antennas for Slingshot Field Hub cell signal. Took off the rubber cover on the rear right A-post, found the BB radio coaxial cable and provided a power cable for the CB radio",Damaged - Ladder,Lower Ladder - Replaced,SO0059328,12,Not Specified,1,PICK,MD8810                       MISC,Metal Stick On Plate,12.3,8,1/19/2024,1.22,5897.2
SO0059328-8,SO0059328,8,11/29/2023,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0,slingshot harness install and business band radio cable,Unknown,"Installed roof cables and antennas for Slingshot Field Hub cell signal. Took off the rubber cover on the rear right A-post, found the BB radio coaxial cable and provided a power cable for the CB radio",Not Mentioned - Not Mentioned,"Camera Cab System - Installed, Bin - Reconnected, Rear View Camera - Reconnected",SO0059328,8,Not Specified,1,PASE,51449283                     CASE,SOFTWARE BASE HIGH,5625,5625,1/19/2024,1.22,5897.2
SO0059351-1,SO0059351,1,1/18/2024,PASEIH,9861,SPRAYS,,YPT056185,0,PIP CS0223,PIP CS0223,"MILES OUT: 19820 IN: 19992 TOTAL MILES: 172 LOCATION: 1701 US HWY 14W HURON TO 43.769028, -98.971754 Loaded truck and drove to location. PROCEDURE FOLLOWED FOR PIP CS0223: STEP 1 HOSES FOUND HAVE BEEN CHANGED BUT ALL ELECTRICALLY CHECKED. PROCEDURE FOLLOWED FOR PIP",Not Installed - Tarp,"Box - Installed, Roll Tarp - Installed",SO0059351,1,Not Specified,1,PASE,73344336                     CASE,SPIRAX CX50 WHEEL OIL 5 GAL,130.13,92.09,2/6/2024,4.25,1025.9099
SO0059353-1,SO0059353,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,LEFT BOOM CRADLE ADJUSTER BOLT STRIPPED.,DAMAGE FROM FACTORY.PART NUMBER: 91810724,"When the sprayer showed up, I discovered that the left boom bracket adjustment screw was removed.  Ordered a new adjuster.  Removed the roll pins from the adjuster.  REMOVES INNER MOUNTING BRACKET TO REMOVE ADJUSTER.  REMOVED AND REPLACED THE ADJUSTER.  I","Not Mentioned - Crank Case, Not Mentioned - Rack","Crank Case Filter - Replaced, Rear Rack Slider - Replaced",SO0059353,1,Not Specified,1,PASE,91810724                     CASE,ROD  THREADED,162.41,114.62,3/14/2024,1.3998,416.51
SO0059374-1,SO0059374,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,INSTALL BOOM RECIRCULATING KIT.,Unknown,"INSTALL BOOM TURNOVER KIT.  Unpacked the kit, went through the boxes and organized the supplies into buckets.  I started working using the installation instructions and noticed that a part in the package did not match the installation instructions. WORKED WITH TYSON, SPRAYER SPEC","Not Mentioned - Block, Inoperative - Blinker, Not Mentioned - Door, Not Mentioned - Steering, Not Mentioned - Filter","Door Seal - Replaced, Steering Cylinder - Replaced, Flasher Module - Replaced, Rack Slider - Replaced",SO0059374,1,Not Specified,3,PASE,400502A1                     CASE,CLAMP,29.85,20.55,3/18/2024,42.049,5055.8998
SO0059386-1,SO0059386,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,INSTALL BOOM RECIRCULATING KIT.,Unknown,"INSTALL BOOM TURNOVER KIT.  Unpacked the kit, went through the boxes and organized the supplies into buckets.  I started working using the installation instructions and noticed that a part in the package did not match the installation instructions. WORKED WITH TYSON, SPRAYER SPEC",Leak - Motor,O Ring - Replaced,SO0059386,1,Not Specified,1,PASE,405779A1                     CASE,TEE,17.4,11.18,3/18/2024,42.049,5055.8998
SO0059395-1,SO0059395,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,INSTALL BOOM RECIRCULATING KIT.,Unknown,"INSTALL BOOM TURNOVER KIT.  Unpacked the kit, went through the boxes and organized the supplies into buckets.  I started working using the installation instructions and noticed that a part in the package did not match the installation instructions. WORKED WITH TYSON, SPRAYER SPEC",Leak - Steering,O Ring - Installed,SO0059395,1,Not Specified,1,PASE,408349A1                     CASE,REDUCER,13.45,9.2599,3/18/2024,42.049,5055.8998
SO0059427-1,SO0059427,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,INSTALL BOOM RECIRCULATING KIT.,Unknown,"INSTALL BOOM TURNOVER KIT.  Unpacked the kit, went through the boxes and organized the supplies into buckets.  I started working using the installation instructions and noticed that a part in the package did not match the installation instructions. WORKED WITH TYSON, SPRAYER SPEC","Not Turning - Motor, Not Turning - Motor, Rate Issue - Spreader, Calibration Issue - Spreader","Supply Valve - Replaced, Coap Valve - Replaced, Coap Valve Cartridge - Replaced",SO0059427,1,Not Specified,6,PASE,603022                       CASE,CLAMP,56.7,26.0399,3/18/2024,42.049,5055.8998
SO0059437-1,SO0059437,1,1/23/2024,PASEIH,9861,SPRAYS,2024,JFGYS435LRT058486,8.1999,INSTALL BOOM RECIRCULATING KIT.,Unknown,"INSTALL BOOM TURNOVER KIT.  Unpacked the kit, went through the boxes and organized the supplies into buckets.  I started working using the installation instructions and noticed that a part in the package did not match the installation instructions. WORKED WITH TYSON, SPRAYER SPEC",Not Controlling - Fan,Valve - Replaced,SO0059437,1,Not Specified,1,PASE,BN304321                     CASE,ELBOW,10.7,6.87,3/18/2024,42.049,5055.8998
SO0059441-10,SO0059441,10,2/15/2024,PASEIH,9991,SPRAYS,2022,JFGYCC89ENT054969,1275,CUSTOMER CALLED AND STATED THAT MACHINE WAS LOOSING FUEL PRESSURE,"Faulty injection pump that contaminated the entire fuel system with metallic debris, thus requiring all hi-psi components to be replaced, fuel tank drained and entire fuel system to flushed, per THD  ** EST WOULD NOT CONNECT TO RETRIEVE & DOWNLOAD ECU DAT","09/24/704: Arrived at the machine and code 3141 triggered an alarm and shut down the machine. After removing the old filters and installing two new filters, the customer ran the machine for almost an hour without problems, then code 3141 reactivated and performance degraded","Pressure Issue - Pump, Not Turning On - Pump",No Component Mentioned - No Component Mentioned,SO0059441,10,40507AG10   9 wu x 5               TOTAL SRT= 000 WU40507AF93    5 wu x 5 40547AI80     0 wu40543AA10  40 wu40543AA29    0 wu x 540543AA22    5 wu x 540543AA23    5 wu x 540543AB35   50 wu40543AE05   73 wu - uplift for additional TS time to idenitify caus,1,PASE,504126985                    CASE,PIPE  INJECTION,76.4401,53.73,3/21/2024,40.2297,19363.9199
